"Respondent","ParentAffiliate","hq","hq_iso","hq_reg","hq_inc","hq_dev","AFF_AFG","AFF_ALB","AFF_DZA","AFF_ASM","AFF_AGO","AFF_ARG","AFF_ARM","AFF_AZE","AFF_BGD","AFF_BLR","AFF_BLZ","AFF_BEN","AFF_BMU","AFF_BTN","AFF_BOL","AFF_BIH","AFF_BWA","AFF_BRA","AFF_BGR","AFF_BFA","AFF_BDI","AFF_CPV","AFF_KHM","AFF_CMR","AFF_CAF","AFF_TCD","AFF_CHN","AFF_COL","AFF_COM","AFF_ZAR","AFF_COG","AFF_CRI","AFF_CIV","AFF_CUB","AFF_DJI","AFF_DMA","AFF_DOM","AFF_ECU","AFF_EGY","AFF_SLV","AFF_GNQ","AFF_ERI","AFF_ETH","AFF_FJI","AFF_GAB","AFF_GMB","AFF_GEO","AFF_GHA","AFF_GRD","AFF_GTM","AFF_GIN","AFF_GNB","AFF_GUY","AFF_HTI","AFF_HND","AFF_IND","AFF_IDN","AFF_IRN","AFF_IRQ","AFF_JAM","AFF_JOR","AFF_KAZ","AFF_KEN","AFF_KIR","AFF_PRK","AFF_KSV","AFF_KGZ","AFF_LAO","AFF_LBN","AFF_LSO","AFF_LBR","AFF_LBY","AFF_MKD","AFF_MDG","AFF_MWI","AFF_MYS","AFF_MDV","AFF_MLI","AFF_MHL","AFF_MRT","AFF_MUS","AFF_MEX","AFF_FSM","AFF_MDA","AFF_MNG","AFF_MNE","AFF_MAR","AFF_MOZ","AFF_MMR","AFF_NAM","AFF_NPL","AFF_NIC","AFF_NER","AFF_NGA","AFF_PAK","AFF_PLW","AFF_PAN","AFF_PNG","AFF_PRY","AFF_PER","AFF_PHL","AFF_ROM","AFF_RUS","AFF_RWA","AFF_WSM","AFF_STP","AFF_SEN","AFF_SRB","AFF_SLE","AFF_SLB","AFF_SOM","AFF_ZAF","AFF_SSD","AFF_LKA","AFF_LCA","AFF_VCT","AFF_SDN","AFF_SUR","AFF_SWZ","AFF_SYR","AFF_TJK","AFF_TZA","AFF_THA","AFF_TMP","AFF_TGO","AFF_TON","AFF_TUN","AFF_TUR","AFF_TKM","AFF_TUV","AFF_UGA","AFF_UKR","AFF_UZB","AFF_VUT","AFF_VEN","AFF_VNM","AFF_WBG","AFF_YEM","AFF_ZMB","AFF_ZWE","AFF_LAC","AFF_ECA","AFF_EAP","AFF_MENA","AFF_SA","AFF_SSA","AFF_SUM","AFF_LOW","AFF_LM","AFF_UM","Q5","Q5_Other","Q5rgps","Q6_1","Q7","emp","Q8","Q8_Other","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q10_7","Q10_8","Q11_1","Q11_2","Q11_3","Q11_4","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q13_7","Q13_8","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q17A_01","Q17A_02","Q17A_03","Q17A_04","Q17A_05","Q17A_06","Q17B_01","Q17B_02","Q17B_03","Q17B_04","Q17B_05","Q17B_06","Q17C_01","Q17C_02","Q17C_03","Q17C_04","Q17C_05","Q17C_06","Q17D_01","Q17D_02","Q17D_03","Q17D_04","Q17D_05","Q17D_06","Q17E_01","Q17E_02","Q17E_03","Q17E_04","Q17E_05","Q17E_06","Q17F_01","Q17F_02","Q17F_03","Q17F_04","Q17F_05","Q17F_06","Q18_1","Q18_2","Q18_3","Q19","Q20_01","Q20_02","Q20_03","Q20_04","Q20_05","Q20_06","Q20_07","Q20_08","Q20_09","Q20_10","Q20_11","Q20_sum","Q21","sel_iso","sel_reg","sel_inc","Q22","Q22A","Q22A_Other","Q23","Q23_Other","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25","Q26_1","Q27","reinvest","Q28_1_unit","Q28_1_num","Q28_1_time","Q28_2_unit","Q28_2_num","Q28_2_time","Q28_3_unit","Q28_3_num","Q28_3_time","Q28_4_unit","Q28_4_num","Q28_4_time","Q28_5_unit","Q28_5_num","Q28_5_time","Q29","Q30_1","Q30_2","Q30_3","Q30_4","Q30_5","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q32_1","Q32_1_DK","Q32_2","Q32_2_DK","Q32_3","Q32_3_DK","Q33","Q34","Q35","Q36","Q37","COUNTRYSELECT","LANGUAGE","InterviewDate"
46751,2,13,"JPN","East Asia & Pacific","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,5,4,3,27,"",3,3130,,4,7,"",4,3,4,3,3,2,3,3,4,2,4,3,3,3,4,4,3,3,4,3,3,3,1,1,3,3,3,2,3,3,4,4,3,3,2,3,3,4,3,3,3,4,4,4,4,4,2,1,2,2,2,1,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2,2,2,2,,,,,,,,,,,,0,123,"MOZ","Sub-Saharan Africa","Low income",1,,"",-5,"Communications",1,1,1,2,2,1,100,,100,4,6,6,4,3,3,4,2,2,-9,,,-7,,,2,,,,,,2,1,2,2,2,2,2,2,0,,0,,100,,,,,,,710,503,4/12/2017
43300,2,9,"DEU","Europe & Central Asia","High income",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,1,2,4,"",2,80,,1,3,"",2,3,3,3,2,3,3,4,4,3,3,2,3,3,2,4,2,2,1,2,1,3,1,1,4,3,3,3,4,2,4,4,2,4,1,2,3,1,1,2,3,4,4,4,4,2,1,1,1,2,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,1,0,0,0,2,2,2,-9,,,,,,,,,,,,0,41,"THA","East Asia & Pacific","Upper middle income",-9,-4,"no lo save",-5,"no sabe",2,2,2,1,2,,-9,-9,-9,-9,,,-9,,,-9,,,-9,,,4,,,-9,,,,,,-9,-9,-9,-9,-9,-9,-9,-9,,1,,1,,1,,,,,,32,1096,5/16/2017
45708,2,9,"DEU","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23,"",3,3000,,4,2,"",4,4,2,4,4,4,3,4,4,4,-9,-9,-9,4,4,-9,4,-9,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,2,2,1,2,,,,,,,,,,,,0,72,"RUS","Europe & Central Asia","Upper middle income",1,,"",7,"",1,1,1,2,2,1,-9,7,7,-7,,,3,1,0.25,4,1,1,-7,,,-9,,,2,,,,,,,,,,,,,,30,,0,,70,,1,1,1,2,2,643,13,4/11/2017
43411,2,24,"ESP","Europe & Central Asia","High income",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,-5,"comercializacion de materias primas",4,2,,1,-5,"coordinador de logistica",4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,3,4,4,3,4,4,4,4,3,4,4,3,3,4,3,3,3,3,4,4,4,3,3,4,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,76,"ARG","Latin America & Caribbean","Upper middle income",1,,"",3,"",1,2,2,2,1,1,-9,-9,-9,-9,,,-9,,,-9,,,-9,,,-9,,,-9,,,,,,-9,-9,-9,-9,-9,-9,-9,-9,,1,,1,,1,,,,,,170,1096,5/31/2017
45793,2,6,"CHN","East Asia & Pacific","Upper middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,18,"",2,-9,4,4,6,"",2,4,2,2,4,1,1,3,3,3,1,1,1,1,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,-9,-9,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9,,,,,,,,,,,,0,72,"RUS","Europe & Central Asia","Upper middle income",1,,"",3,"",1,2,2,2,2,,-9,7,7,1,3.5,0.0198863632977009,-7,,,-7,,,-7,,,-9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,643,13,4/18/2017
46219,2,29,"GBR","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,3,31,"",3,10000,,4,1,"",3,3,1,1,3,2,2,2,2,2,1,3,2,3,2,2,1,1,,,,,1,2,2,1,1,3,2,-9,2,1,2,1,2,2,2,2,3,1,1,2,3,3,3,3,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,0,0,1,0,2,1,2,1,1,1,0,0,0,0,0,0,0,1,0,3,72,"RUS","Europe & Central Asia","Upper middle income",1,,"",6,"",1,2,2,2,2,,40,,2,3,3,0.75,-9,,,-7,,,-7,,,-9,,,1,1,2,2,1,1,2,2,2,2,2,2,2,2,,1,,1,,1,,,,,,643,13,4/11/2017
43366,2,1,"ARG","Latin America & Caribbean","Upper middle income",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,-5,"Seguridad.",4,18,,1,3,"",3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,4,1,4,1,4,3,4,3,3,3,4,4,2,4,4,1,3,4,4,4,4,3,4,3,4,4,2,3,4,4,4,2,2,1,2,2,2,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,0,78,"BRA","Latin America & Caribbean","Upper middle income",1,,"",7,"",1,1,1,2,1,3,-9,-9,-9,-9,,,-7,,,2,30,1,-9,,,-9,,,-9,,,,,,-9,-9,-9,-9,-9,-9,-9,-9,,1,,1,,1,,,,,,32,1096,4/11/2017
46567,2,25,"SWE","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,32,"",3,1000,,3,6,"",4,1,2,4,4,3,1,3,1,3,3,3,1,2,3,3,1,1,1,3,4,3,2,2,3,3,3,3,,,,,,,,,3,3,2,2,1,2,3,3,4,3,1,1,1,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,0,0,0,0,1,0,1,1,2,2,,,,,,,,,,,,0,78,"BRA","Latin America & Caribbean","Upper middle income",1,,"",1,"",1,2,1,2,2,1,50,,2,-9,,,-9,,,-9,,,-9,,,-9,,,2,,,,,,,,,,,,,,30,,40,,30,,1,1,2,2,2,643,13,4/5/2017
45498,2,9,"DEU","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,26,"",3,-9,1,1,6,"",4,4,2,4,4,4,4,4,2,4,4,3,4,4,4,4,2,4,2,4,2,2,3,3,3,4,4,4,4,2,4,4,4,2,2,2,4,4,3,4,4,3,3,3,4,4,1,1,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,0,13,"MEX","Latin America & Caribbean","Upper middle income",2,26,"",5,"",1,2,1,2,2,1,-9,-9,-9,3,,,4,,,-7,,,-7,,,-7,,,2,,,,,,2,2,2,1,2,2,2,2,,1,,1,,1,,,,,,484,1096,5/19/2017
43222,2,18,"NLD","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,-5,"Paint.",4,1000,,3,3,"",3,4,2,4,1,3,1,1,3,2,2,3,3,1,2,2,4,3,3,2,3,4,4,2,3,2,3,4,3,4,4,4,4,2,4,3,,,,,,4,3,3,2,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,1,139,"ZMB","Sub-Saharan Africa","Lower middle income",1,,"",1,"",1,1,1,2,1,1,60,,3,4,2,2,2,2,0.0666666701436043,4,6,6,4,2,2,2,1.5,0.0500000007450581,2,,,,,,2,2,2,1,2,2,2,2,,,,,,,,,,,,894,1,4/5/2017
46138,2,9,"DEU","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4,0,0,4,26,"",3,-9,5,5,3,"",4,2,2,3,4,3,1,3,1,2,2,1,2,2,2,3,1,1,4,3,3,3,,,,,,,1,2,2,1,1,1,2,2,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,72,"RUS","Europe & Central Asia","Upper middle income",1,,"",10,"",1,2,2,2,2,,40,,2,-9,,,-9,,,-7,,,-9,,,-9,,,2,,,,,,1,2,2,2,2,2,2,2,,1,,1,,1,,,,,,643,13,4/28/2017
45929,2,8,"FRA","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,5,0,2,3,32,"",3,-9,5,5,2,"",3,3,2,2,1,1,2,3,1,4,3,2,2,3,4,3,2,3,2,3,2,1,2,2,3,3,3,1,2,3,3,1,2,1,1,2,3,3,3,1,2,1,3,4,4,3,1,1,2,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,0,0,0,1,0,0,,,,,,,,,,,,,2,2,2,1,1,1,0,1,0,0,0,0,1,0,0,4,72,"RUS","Europe & Central Asia","Upper middle income",1,,"",6,"",1,2,2,2,2,,-9,1,1,3,3.5,0.875,-7,,,-7,,,-7,,,2,6,0.200000002980232,2,,,,,,2,2,2,2,2,2,2,2,,1,,1,,1,,,,,,643,13,4/11/2017
47693,2,12,"ITA","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,29,"",3,5000,,4,3,"",3,4,3,3,3,2,3,4,3,3,2,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,2,3,2,2,1,2,2,2,,,,,,,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,-9,-9,-9,2,,,,,,,,,,,,0,74,"TUR","Europe & Central Asia","Upper middle income",1,,"",6,"",1,1,2,2,2,1,100,,100,4,6,6,-7,,,-7,,,-7,,,4,1,1,2,,,,,,2,2,2,2,2,2,2,2,0,,100,,0,,,,,,,792,1187,4/19/2017
46565,2,9,"DEU","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,23,"",3,1000,,3,2,"",4,1,2,2,3,1,-9,4,3,4,2,1,1,3,3,4,-9,1,4,4,1,4,,,,,,,,,,,,,,,2,2,2,2,2,4,-9,-9,-9,-9,1,2,2,2,2,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-9,2,-9,,,,,,,,,,,,0,72,"RUS","Europe & Central Asia","Upper middle income",1,,"",3,"",1,1,2,2,2,1,-9,-9,-9,-9,,,-9,,,-7,,,-9,,,2,1.5,0.0500000007450581,2,,,,,,,,,,,,,,,1,,1,,1,,,,,,643,13,4/14/2017
46877,2,30,"USA","North America","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,2,1,23,"",3,5000,,4,3,"",3,4,4,3,4,3,4,4,4,4,3,4,2,4,4,4,4,3,3,4,4,3,4,3,4,3,4,3,2,3,4,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,132,"ZAF","Sub-Saharan Africa","Upper middle income",1,,"",3,"",1,1,1,1,1,1,5,,1,3,,,3,,,4,,,-7,,,2,,,1,1,1,1,1,2,2,2,1,2,2,2,2,2,20,,1,,79,,1,1,1,1,1,710,503,5/22/2017
44888,2,13,"JPN","East Asia & Pacific","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,23,"",3,-9,5,5,8,"",4,4,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,3,2,4,3,3,3,4,3,4,3,3,3,3,1,2,1,2,2,2,0,0,0,0,1,0,,,,,,,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,0,13,"MEX","Latin America & Caribbean","Upper middle income",1,,"",3,"",1,1,1,2,2,3,80,,4,4,6,6,4,10,10,4,1,1,4,1,1,4,24,24,2,,,,,,1,2,1,1,2,2,2,1,20,,0,,80,,1,2,,,2,484,1096,4/12/2017
44738,2,95,"TWN","East Asia & Pacific","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,10,"",2,70,,1,6,"",4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,3,4,3,4,3,3,4,4,4,3,4,3,1,2,2,2,2,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,2,2,1,2,,,,,,,,,,,,0,31,"MYS","East Asia & Pacific","Upper middle income",1,,"",-5,"estampados metalicos",1,1,1,1,1,1,-9,-9,-9,-9,,,2,,,-9,,,-9,,,2,,,2,,,,,,2,2,-9,2,2,2,2,2,50,,50,,0,,1,-9,,,-9,484,1096,5/24/2017
44602,2,17,"MEX","Latin America & Caribbean","Upper middle income",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,5,0,0,5,21,"",3,50,,1,-5,"Back Office.",4,3,4,3,3,3,4,3,2,3,2,3,3,4,3,3,3,4,3,3,3,4,2,3,3,2,2,3,2,2,2,2,3,3,4,3,4,3,3,4,4,3,4,4,3,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,76,"ARG","Latin America & Caribbean","Upper middle income",1,,"",10,"",1,1,1,2,1,1,-9,-9,-9,4,1,1,4,1,1,-9,,,-9,,,4,3,3,2,,,,,,2,1,1,2,1,2,2,1,50,,20,,30,,2,2,,,1,484,1096,4/12/2017
